6.444477509664483073e+00,1.331548058245660693e+00,9.302708729180501734e+00,9.995298685115512782e+00,2.141064396416358662e+01,9.635184106532284076e+00,2.147223483674254751e+01,1.667302725977128475e+00,2.599227283686831669e+01,7.600244978732162870e+00,1.387167133605451319e+01,3.870523112691417467e+00,1.058243567011678898e+01,1.951219053877094467e+01,1.086286014749660822e+01,7.247739286770376488e+00,1.604970918770969490e+01,4.362632645897656758e+00,8.483764404586310093e+00,6.901189834688714164e+00,1.472031846561100998e+01,2.638917268616564371e+01,1.158533429825941496e+01,2.211869673081481480e+01,1.163791210014779054e+01,8.585637950213030223e+00,3.185913943444272078e+01,2.757148691253236095e+01,1.078226552508423630e+01,1.086050003778552941e+01,2.255276319273932017e+01,1.200846134905742346e+01,1.037198548706789580e+01,6.084763248912567590e+00,8.636332677062950935e+00,1.233959489335167303e+00,4.407894221448094285e+00,1.165938693452761754e+01,7.170515572529488679e+00,1.135064105903746956e+01,6.223193325539090104e+00
8.637418369193760270e+00,9.308823791054863239e-01,7.391956072832950753e+00,9.492708725559664273e+00,1.958987757727286194e+01,1.127982702315108909e+01,2.080102092418935555e+01,2.317527416273989171e+00,2.557746171327583440e+01,1.020175905441657527e+01,1.118389509195618636e+01,4.614272852275846049e+00,9.510990053333971517e+00,1.786767101853842377e+01,6.300955150897248558e+00,6.030392501501135705e+00,1.578151411757432143e+01,3.253363801178121850e+00,8.047286774407391263e+00,6.083813895216298562e+00,1.306922155326909341e+01,2.350018084947949504e+01,9.151915334718259132e+00,2.172378419232363100e+01,8.501672848563840645e+00,5.609202997803544477e+00,3.181283977336358859e+01,2.432690732198967609e+01,1.121382508065933159e+01,1.123690347660928879e+01,2.054371081033449897e+01,9.503135858783943846e+00,9.154028621689635159e+00,7.483820614504647750e+00,8.242610855270662285e+00,1.426238116587249749e+00,4.697925505897804221e+00,1.183871808685385751e+01,4.759649847429683334e+00,1.199407243152749913e+01,5.940577344134886140e+00
7.744371959566953123e+00,1.672357193821034649e+00,7.075682219313521593e+00,1.060751460300217630e+01,2.220711095712062999e+01,1.016132075092337317e+01,2.061702994965162361e+01,2.104325735544631648e+00,2.765931006670797387e+01,8.411289354417478492e+00,1.081615779577241376e+01,6.802798833704425618e+00,7.731051139606529787e+00,1.990112464654844260e+01,9.655880297120051026e+00,6.617199537441389445e+00,1.597814027799870829e+01,4.542794965699408216e+00,7.953691848117193430e+00,9.032470077587571922e+00,1.536797830420711719e+01,2.572144259866655247e+01,1.280420744252508314e+01,2.099764573911775045e+01,1.197264802387384997e+01,6.220373653374146272e+00,3.335190212322264358e+01,2.567889778341474383e+01,9.415175566938524199e+00,1.142306414975858253e+01,2.144619088949989205e+01,1.130127722981284677e+01,1.191881710065001698e+01,5.952928603080018810e+00,8.024820909447946349e+00,1.430990937691952514e+00,2.300699556835264836e+00,1.209684337683390076e+01,5.024809779114647768e+00,1.195595257875087292e+01,6.635496561253162895e+00
8.606568394181312698e+00,1.538420728198502951e+00,1.001055779656679690e+01,1.055064973400988215e+01,2.220392714870049389e+01,9.592403740183570449e+00,2.522982314022973327e+01,3.116762076900666312e+00,2.633801832485561789e+01,9.414361916058339830e+00,9.868923136030941734e+00,5.494070484357424178e+00,1.085537936095363953e+01,2.151226409123415806e+01,1.059382701024608231e+01,7.518253433505124761e+00,1.677066747413633152e+01,2.898210584861370620e+00,7.993105085070808968e+00,8.830866652661827132e+00,1.787520816256047951e+01,2.582227940058087157e+01,9.623918096913664399e+00,2.626074274847639956e+01,9.156445099796702181e+00,9.048189362224325905e+00,3.330068915636997673e+01,2.495402413995203617e+01,1.404573071436261955e+01,1.194748307123554909e+01,2.217966225206010122e+01,1.134941174653213203e+01,9.283149049269090014e+00,7.390544967833229784e+00,1.015276529798124017e+01,1.586421380399317904e+00,4.007253583077721615e+00,1.356768911164613911e+01,6.986152886316260968e+00,1.250892895950631889e+01,6.590254467110162828e+00
7.964214675914202068e+00,1.013705202253479376e+00,7.568353890381025906e+00,1.038134629736940795e+01,2.287129174853194868e+01,1.055600436785044671e+01,2.108796682462935124e+01,2.017126101483272649e+00,2.617583137089372869e+01,9.540412956507736908e+00,1.143988944616275383e+01,7.498929636949841715e+00,1.123846041201012902e+01,2.019952179588431562e+01,9.432535148221681709e+00,6.631260406605808733e+00,1.574276545143335326e+01,1.970189816338039579e+00,7.425349693150676167e+00,7.461861744766260074e+00,1.417271873706495100e+01,2.509594248499059432e+01,1.099000353753793569e+01,2.309087362783585107e+01,8.389365254308378539e+00,6.789663312437739684e+00,3.418514769307565615e+01,2.465597003617556737e+01,1.078563379780300124e+01,1.258829446645147421e+01,2.293317777723885698e+01,9.942644806324537399e+00,8.372825448601131981e+00,7.318831459681204521e+00,8.868880623514344919e+00,1.715263884025405972e+00,4.285093335926677405e+00,1.374935075915817073e+01,5.195416206169744200e+00,1.157802545341604983e+01,6.038104162230570005e+00
8.585821228426310014e+00,8.330620807963876606e-01,8.797349966085899808e+00,8.927194676697025599e+00,1.948081095350418934e+01,1.166272142834284686e+01,2.547229004676472996e+01,2.232615459185824491e+00,2.759360135466172537e+01,8.317602354396795405e+00,1.231491403132988971e+01,6.673644161398452290e+00,1.167275805420105250e+01,2.262800907288856322e+01,9.523738114835419211e+00,6.960246619201027052e+00,1.459413123176889471e+01,3.070008425330031709e+00,8.666278234928745050e+00,7.224799535653581017e+00,1.673027161649586958e+01,2.448450963402276059e+01,9.753201482587980919e+00,2.431670324414978879e+01,8.566137341934229710e+00,6.043391857738916073e+00,3.439638352876752236e+01,2.527072728399783941e+01,1.148818781875378825e+01,8.350634926521127710e+00,2.151140507707654592e+01,1.159899285917818901e+01,7.597679879357650989e+00,4.305334307467938437e+00,1.121008723963236164e+01,2.825662719345977791e+00,5.034756933551663316e+00,1.091211981192167180e+01,5.962721638053011475e+00,1.136530001446576676e+01,6.151355436841277502e+00
7.866617053104222101e+00,5.315814078665563880e-01,5.125920554032762588e+00,9.941624218117102174e+00,2.229079821731852817e+01,8.683213757374295128e+00,2.186599101424119951e+01,2.700520055780918582e+00,2.181146005861393533e+01,8.732957561328291263e+00,1.079432881903116481e+01,7.616249770307558009e+00,1.106746783912461929e+01,2.128460065419353242e+01,5.938256755510730400e+00,6.233247779971269331e+00,1.495397950796265718e+01,3.995154529770325702e+00,8.943467969435765497e+00,7.601358709192351348e+00,1.564974447393169399e+01,2.680221301285477509e+01,1.125527299761031763e+01,2.345170969358069613e+01,9.205858888929752126e+00,5.371471519448560272e+00,3.068171916866273463e+01,2.338337965976965549e+01,9.659540960098000895e+00,1.154664046669916111e+01,2.257767347934310465e+01,1.105935537855457262e+01,1.072829112305107557e+01,4.835932853719432600e+00,7.531800310481331806e+00,3.320141056996547491e+00,3.583718004456976303e+00,1.315452995831288519e+01,5.743861045035810520e+00,1.160881115046414713e+01,5.863236770106795781e+00
7.846698707732370437e+00,1.380363635413907275e+00,8.418032208860456223e+00,9.903475099581534380e+00,1.815253745540022479e+01,8.505900254089086232e+00,2.374225452706128436e+01,2.655849637216804116e+00,2.368969257341941059e+01,8.903077447748950490e+00,1.220770227364360139e+01,7.648561511092369258e+00,1.130318194063424997e+01,2.117065360514243011e+01,8.045093512487904164e+00,8.257277308870499155e+00,1.558283020711339795e+01,4.060865877195549700e+00,6.506195407632798577e+00,5.444018782795470912e+00,1.596331018647078714e+01,2.177250248956089962e+01,8.186586161582150467e+00,2.262958555419058726e+01,8.306447569801466813e+00,5.347616826646616417e+00,3.177508534591060751e+01,2.147749916441942375e+01,1.078574878071600374e+01,1.216977064431481281e+01,2.190461843416845866e+01,1.162257757058723762e+01,8.024365199232764922e+00,8.646269133408017282e+00,8.697670320599874216e+00,3.531077791488402617e+00,4.374764061229162060e+00,1.309659792692689706e+01,5.122747356101048588e+00,1.267353997588973691e+01,6.026607206752639279e+00
7.717039682827484981e+00,1.353164926854314221e+00,8.327331738565446173e+00,9.740814544908113604e+00,2.049418834997334216e+01,1.368946016552800060e+01,2.463355946521965834e+01,1.609849367575231449e+00,2.576392892068824736e+01,9.197459114145969394e+00,1.244650291788424390e+01,4.934010638883962407e+00,9.695690368935583336e+00,2.048821089235358883e+01,8.206278998289521454e+00,8.304649218663714194e+00,1.655686531079647139e+01,2.611787675294575450e+00,8.456479217149894367e+00,8.835342984258209853e+00,1.644736511476283880e+01,2.583820820995012468e+01,1.093744282783369925e+01,2.500199213162958145e+01,1.144404923624892945e+01,8.458907516486185330e+00,3.358609320666776910e+01,2.419378150467039745e+01,9.736474468273407012e+00,9.056366935677298002e+00,2.294739233112285959e+01,1.140218314778117659e+01,1.342914628119965847e+01,4.554079540062472731e+00,1.039483761572715004e+01,3.022224142040937256e+00,3.910997132061977410e+00,1.114823153700705127e+01,6.740948501898088807e+00,1.173038001271889996e+01,6.150031966553171969e+00
9.625975738447568375e+00,9.522758530599108040e-01,8.289723131493229147e+00,1.005506567983566235e+01,2.332152544360221214e+01,9.442395226145654519e+00,2.171983538554379578e+01,2.398218724245463562e+00,2.596836826678526222e+01,1.123376785140923317e+01,1.184313346723258853e+01,4.828308195212762222e+00,9.776349519073633587e+00,1.819643222094707369e+01,9.648375633405933627e+00,7.183762200715034574e+00,1.542308549896503855e+01,4.647165997011871497e+00,8.839474846666890429e+00,7.583022564627553308e+00,1.778766068652658561e+01,2.352800171358747150e+01,9.960670460122067027e+00,2.204987411816418330e+01,9.535530129378736675e+00,6.452706017765001079e+00,3.555689918726071141e+01,2.386832383282562375e+01,7.467094490483820124e+00,1.075995844988142380e+01,1.857483148523534666e+01,6.678239782231315758e+00,1.158541674839550772e+01,3.807431854262091964e+00,1.114000227861530767e+01,8.630967753464794390e-01,3.707565397170394128e+00,1.150148855916811819e+01,5.004458644820543256e+00,1.063772756759066063e+01,6.176275805077281689e+00
